Tipo Titulo;Vencimento do Titulo;Mes Estoque;PU;Quantidade;Valor Estoque
Tesouro IPCA+;15/05/2035;01/06/2019; R$ 1.350,10 ;4.909.056; R$ 6.627.702.755,34 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/01/2019; R$ 976,13 ;605.861; R$ 591.398.639,89 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/02/2019; R$ 954,09 ;430.874; R$ 411.092.038,27 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/03/2019; R$ 1.014,23 ;777.836; R$ 788.905.046,34 
Tesouro Prefixado;01/01/2020;01/06/2019; R$ 955,97 ;642.032; R$ 613.760.188,14 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/06/2019; R$ 3.434,68 ;617.758; R$ 2.121.800.617,49 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/02/2019; R$ 4.788,29 ;8.343; R$ 39.950.585,99 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/02/2019; R$ 3.793,87 ;5.762; R$ 21.858.507,70 
Tesouro Prefixado;01/01/2021;01/02/2019; R$ 816,91 ;1.728.629; R$ 1.412.136.195,32 
Tesouro Prefixado;01/01/2025;01/03/2019; R$ 571,78 ;3.819.358; R$ 2.183.844.765,96 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/05/2019; R$ 3.409,80 ;607.078; R$ 2.070.013.200,81 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/05/2019; R$ 3.282,62 ;497.871; R$ 1.634.322.261,08 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/05/2019; R$ 3.389,26 ;402.385; R$ 1.363.787.269,36 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/05/2019; R$ 3.128,17 ;46.613; R$ 145.813.335,88 
Tesouro Selic;01/03/2025;01/06/2019; R$ 10.175,19 ;602.810; R$ 6.133.701.739,14 
Tesouro Prefixado;01/01/2025;01/05/2019; R$ 589,00 ;4.550.737; R$ 2.680.378.882,39 
Tesouro Selic;01/03/2021;01/01/2019; R$ 9.928,60 ;411.236; R$ 4.082.997.296,02 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/01/2019; R$ 862,28 ;237.751; R$ 205.007.569,54 
Tesouro Selic;01/03/2021;01/03/2019; R$ 10.027,28 ;393.414; R$ 3.944.874.635,62 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/03/2019; R$ 880,22 ;234.231; R$ 206.174.615,44 
Tesouro Selic;01/03/2025;01/03/2019; R$ 10.020,57 ;200.590; R$ 2.010.031.148,50 
Tesouro Selic;01/03/2021;01/04/2019; R$ 10.076,98 ;386.012; R$ 3.889.838.474,48 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/04/2019; R$ 889,33 ;231.963; R$ 206.291.406,36 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/05/2019; R$ 5.020,02 ;8.326; R$ 41.798.452,29 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/05/2019; R$ 3.855,45 ;5.419; R$ 20.892.670,86 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/06/2019; R$ 5.093,76 ;8.322; R$ 42.388.042,07 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/06/2019; R$ 3.911,28 ;5.409; R$ 21.156.107,85 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/06/2019; R$ 987,71 ;406.952; R$ 401.952.186,26 
Tesouro IPCA+;15/05/2045;01/02/2019; R$ 821,57 ;1.467.942; R$ 1.206.019.954,04 
Tesouro Prefixado;01/01/2023;01/03/2019; R$ 672,97 ;3.698.953; R$ 2.489.266.430,89 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/05/2019; R$ 3.224,69 ;38.631; R$ 124.573.097,72 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/05/2019; R$ 3.322,01 ;537.756; R$ 1.786.433.361,03 
Tesouro IPCA+;15/05/2045;01/06/2019; R$ 883,71 ;1.565.506; R$ 1.383.455.968,65 
Tesouro Prefixado;01/01/2020;01/03/2019; R$ 935,66 ;667.816; R$ 624.847.113,94 
Tesouro IPCA+;15/05/2045;01/03/2019; R$ 836,57 ;1.495.378; R$ 1.250.985.169,40 
Tesouro Prefixado;01/01/2021;01/04/2019; R$ 831,20 ;1.668.847; R$ 1.387.141.885,32 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/04/2019; R$ 1.011,09 ;155.432; R$ 157.155.658,08 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/04/2019; R$ 1.006,97 ;101.869; R$ 102.579.654,05 
Tesouro Prefixado;01/01/2022;01/05/2019; R$ 826,27 ;786.658; R$ 649.991.569,77 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/05/2019; R$ 1.043,73 ;910.100; R$ 949.896.127,80 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/06/2019; R$ 3.145,38 ;46.072; R$ 144.915.180,05 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/06/2019; R$ 3.425,79 ;403.242; R$ 1.381.421.570,08 
Tesouro IPCA+;15/08/2024;01/06/2019; R$ 2.467,53 ;4.927.687; R$ 12.159.235.514,07 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/06/2019; R$ 3.242,81 ;38.348; R$ 124.353.505,44 
Tesouro Selic;01/03/2023;01/02/2019; R$ 9.974,13 ;1.094.788; R$ 10.919.557.556,83 
Tesouro IPCA+;15/05/2019;01/03/2019; R$ 3.171,58 ;2.682.245; R$ 8.506.963.403,41 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/07/2019; R$ 869,76 ;225.483; R$ 196.115.898,02 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/02/2019; R$ 3.268,05 ;511.509; R$ 1.671.635.894,83 
Tesouro IPCA+;15/05/2019;01/02/2019; R$ 3.136,67 ;2.735.659; R$ 8.580.868.145,04 
Tesouro IPCA+;15/05/2035;01/02/2019; R$ 1.281,07 ;4.869.960; R$ 6.238.735.231,37 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/02/2019; R$ 3.184,49 ;515.216; R$ 1.640.700.167,82 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/02/2019; R$ 3.125,06 ;39.177; R$ 122.431.513,01 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/05/2005; R$ 1.379,76 ;4.394; R$ 6.062.095,46 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/05/2005; R$ 1.152,59 ;6.887; R$ 7.937.426,64 
Tesouro Prefixado;01/01/2025;01/09/2018; R$ 519,32 ;2.416.951; R$ 1.255.166.656,36 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/09/2018; R$ 956,43 ;376.614; R$ 360.204.941,97 
Tesouro IPCA+;15/05/2045;01/09/2018; R$ 779,99 ;1.413.866; R$ 1.102.794.610,98 
Tesouro IPCA+;15/05/2019;01/09/2018; R$ 3.023,44 ;2.990.767; R$ 9.042.409.048,97 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/09/2018; R$ 3.221,15 ;456.906; R$ 1.471.764.523,48 
Tesouro IPCA+;15/05/2035;01/09/2018; R$ 1.225,22 ;4.815.021; R$ 5.899.439.262,62 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/09/2018; R$ 3.165,52 ;546.481; R$ 1.729.899.064,96 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/09/2018; R$ 3.102,83 ;40.653; R$ 126.140.840,63 
Tesouro IPCA+;15/08/2024;01/09/2018; R$ 2.257,47 ;3.644.498; R$ 8.227.356.735,33 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/09/2018; R$ 3.211,38 ;407.542; R$ 1.308.771.267,20 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/09/2018; R$ 3.106,29 ;48.523; R$ 150.725.916,74 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/09/2018; R$ 3.231,13 ;480.520; R$ 1.552.625.645,17 
Tesouro IPCA+;15/05/2045;01/12/2018; R$ 796,52 ;1.404.705; R$ 1.118.882.089,47 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/12/2018; R$ 986,11 ;448.480; R$ 442.250.278,76 
Tesouro Selic;01/03/2023;01/12/2018; R$ 9.870,71 ;1.059.106; R$ 10.454.124.637,45 
Tesouro Prefixado;01/01/2025;01/12/2018; R$ 541,63 ;2.783.172; R$ 1.507.449.347,00 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/01/2019; R$ 4.715,69 ;8.346; R$ 39.355.760,15 
Tesouro Prefixado;01/01/2023;01/01/2019; R$ 661,81 ;3.819.013; R$ 2.527.449.244,22 
Tesouro Prefixado;01/01/2021;01/10/2018; R$ 775,62 ;1.448.143; R$ 1.123.201.806,19 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/10/2018; R$ 970,48 ;409.679; R$ 397.585.405,18 
Tesouro Prefixado;01/01/2023;01/10/2018; R$ 644,88 ;4.048.883; R$ 2.611.047.203,89 
Tesouro IPCA+;15/05/2045;01/01/2019; R$ 808,51 ;1.437.480; R$ 1.162.212.703,80 
Tesouro IPCA+;15/05/2019;01/01/2019; R$ 3.110,28 ;2.797.969; R$ 8.702.457.990,84 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/01/2019; R$ 3.328,04 ;500.001; R$ 1.664.026.041,22 
Tesouro IPCA+;15/05/2035;01/01/2019; R$ 1.266,79 ;4.838.934; R$ 6.129.905.693,45 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/01/2019; R$ 3.252,03 ;523.338; R$ 1.701.910.067,06 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/01/2019; R$ 3.192,03 ;39.327; R$ 125.532.340,23 
Tesouro IPCA+;15/08/2024;01/01/2019; R$ 2.327,69 ;3.886.136; R$ 9.045.707.763,95 
Tesouro Prefixado;01/01/2020;01/10/2018; R$ 903,19 ;716.006; R$ 646.689.016,71 
Tesouro IPCA+;15/05/2019;01/12/2018; R$ 3.086,18 ;2.852.046; R$ 8.801.920.676,16 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/12/2018; R$ 3.294,67 ;482.809; R$ 1.590.696.865,75 
Tesouro IPCA+;15/05/2035;01/12/2018; R$ 1.253,66 ;4.803.645; R$ 6.022.153.830,19 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/12/2018; R$ 3.227,99 ;529.455; R$ 1.709.074.166,47 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/12/2018; R$ 3.167,27 ;39.389; R$ 124.754.351,16 
Tesouro IPCA+;15/08/2024;01/12/2018; R$ 2.306,36 ;3.783.887; R$ 8.727.021.703,55 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/12/2018; R$ 3.284,44 ;399.569; R$ 1.312.359.497,26 
Tesouro Prefixado;01/01/2021;01/08/2018; R$ 753,08 ;1.235.532; R$ 930.457.572,04 
Tesouro Prefixado;01/01/2021;01/09/2018; R$ 763,76 ;1.346.485; R$ 1.028.396.877,44 
Tesouro Selic;01/03/2023;01/10/2018; R$ 9.772,86 ;949.389; R$ 9.278.254.568,28 
Tesouro Selic;01/03/2021;01/10/2018; R$ 9.777,57 ;440.180; R$ 4.303.897.398,23 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/11/2018; R$ 4.925,59 ;8.370; R$ 41.226.669,15 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/11/2018; R$ 3.726,49 ;5.890; R$ 21.947.819,60 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/12/2018; R$ 3.075,72 ;47.611; R$ 146.438.509,37 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/12/2018; R$ 3.213,35 ;492.663; R$ 1.583.097.667,17 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/12/2018; R$ 1.001,77 ;527.117; R$ 528.051.168,91 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/01/2019; R$ 3.737,12 ;5.782; R$ 21.607.781,76 
Tesouro Prefixado;01/01/2020;01/01/2019; R$ 922,79 ;684.562; R$ 631.704.425,21 
Tesouro Prefixado;01/01/2019;01/09/2018; R$ 971,14 ;1.043.688; R$ 1.013.564.671,72 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/09/2018; R$ 873,49 ;251.626; R$ 219.793.799,83 
Tesouro IPCA+;15/05/2045;01/10/2018; R$ 785,97 ;1.372.573; R$ 1.078.807.858,10 
Tesouro IPCA+;15/05/2019;01/10/2018; R$ 3.053,43 ;2.938.575; R$ 8.972.725.060,81 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/10/2018; R$ 3.254,68 ;465.394; R$ 1.514.706.987,85 
Tesouro IPCA+;15/05/2035;01/10/2018; R$ 1.237,72 ;4.747.496; R$ 5.876.085.013,98 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/10/2018; R$ 3.195,82 ;539.209; R$ 1.723.213.801,09 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/10/2018; R$ 3.133,62 ;40.429; R$ 126.688.134,85 
Tesouro IPCA+;15/08/2024;01/10/2018; R$ 2.280,11 ;3.686.090; R$ 8.404.673.738,84 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/10/2018; R$ 3.244,92 ;400.820; R$ 1.300.628.729,58 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/10/2018; R$ 3.136,75 ;48.045; R$ 150.705.337,12 
Tesouro Prefixado;01/01/2025;01/11/2018; R$ 532,90 ;2.524.788; R$ 1.345.458.437,27 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/11/2018; R$ 986,24 ;472.060; R$ 465.563.648,93 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/01/2019; R$ 3.316,79 ;400.050; R$ 1.326.880.218,24 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/01/2019; R$ 3.099,38 ;47.184; R$ 146.239.754,49 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/01/2019; R$ 3.247,14 ;501.491; R$ 1.628.408.941,30 
Tesouro Selic;01/03/2023;01/09/2018; R$ 9.721,71 ;881.284; R$ 8.567.579.095,49 
Tesouro Selic;01/03/2021;01/09/2018; R$ 9.726,94 ;450.875; R$ 4.385.631.312,84 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/10/2018; R$ 1.002,37 ;107.936; R$ 108.192.320,79 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/10/2018; R$ 1.010,53 ;163.941; R$ 165.667.678,83 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/10/2018; R$ 969,59 ;467.328; R$ 453.117.635,88 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/10/2018; R$ 3.265,19 ;481.263; R$ 1.571.416.413,90 
Tesouro Prefixado;01/01/2023;01/08/2018; R$ 633,93 ;4.302.822; R$ 2.727.684.440,90 
Tesouro Prefixado;01/01/2019;01/10/2018; R$ 980,82 ;1.022.480; R$ 1.002.866.140,42 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/10/2018; R$ 882,98 ;246.817; R$ 217.936.045,45 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/01/2019; R$ 946,07 ;438.902; R$ 415.230.408,17 
Tesouro Prefixado;01/01/2025;01/10/2018; R$ 525,65 ;2.394.688; R$ 1.258.764.537,25 
Tesouro Prefixado;01/01/2021;01/11/2018; R$ 786,05 ;1.519.369; R$ 1.194.299.905,05 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/06/2002; R$ 1.428,73 ;1.307; R$ 1.866.772,45 
Tesouro Prefixado;04/09/2002;01/06/2002; R$ 967,51 ;843; R$ 815.999,70 
Tesouro Prefixado;07/01/2004;01/06/2002; R$ 749,78 ;3.334; R$ 2.500.082,59 
Tesouro Prefixado;07/08/2002;01/06/2002; R$ 981,19 ;1.156; R$ 1.134.060,94 
Tesouro Prefixado;02/10/2002;01/06/2002; R$ 949,54 ;594; R$ 564.409,40 
Tesouro Prefixado;08/01/2003;01/06/2002; R$ 907,56 ;430; R$ 390.070,02 
Tesouro Prefixado;06/11/2002;01/06/2002; R$ 939,78 ;2.539; R$ 2.386.090,11 
Tesouro Prefixado;04/12/2002;01/06/2002; R$ 926,78 ;2.864; R$ 2.653.922,85 
Tesouro Prefixado;02/04/2003;01/06/2002; R$ 869,54 ;13.118; R$ 11.406.516,64 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/06/2002; R$ 998,99 ;40; R$ 39.959,48 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/06/2002; R$ 939,81 ;319; R$ 299.610,68 
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/06/2002; R$ 1.117,28 ;1.549; R$ 1.731.109,61 
Tesouro Selic;16/02/2005;01/06/2002; R$ 1.340,57 ;680; R$ 911.321,74 
Tesouro Selic;17/01/2007;01/06/2002; R$ 1.331,10 ;395; R$ 525.783,02 
Tesouro Selic;21/01/2004;01/06/2002; R$ 1.367,51 ;499; R$ 682.388,94 
Tesouro Selic;18/01/2006;01/06/2002; R$ 1.328,61 ;113; R$ 149.866,66 
Tesouro Prefixado;01/01/2014;01/12/2011; R$ 791,73 ;328.546; R$ 260.119.863,13 
Tesouro Prefixado;01/01/2013;01/12/2011; R$ 891,25 ;907.511; R$ 808.818.654,04 
Tesouro Prefixado;01/01/2012;01/12/2011; R$ 1.000,00 ;515.853; R$ 515.853.200,00 
Tesouro Prefixado;01/01/2015;01/12/2011; R$ 707,99 ;449.892; R$ 318.520.151,74 
Tesouro Selic;07/03/2013;01/01/2012; R$ 5.064,65 ;28.338; R$ 143.521.029,17 
Tesouro Selic;07/03/2017;01/01/2012; R$ 5.063,31 ;19.360; R$ 98.025.604,92 
Tesouro Selic;07/03/2014;01/01/2012; R$ 5.065,53 ;22.250; R$ 112.708.038,39 
Tesouro Selic;07/03/2015;01/01/2012; R$ 5.063,51 ;81.545; R$ 412.906.285,81 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/12/2011; R$ 2.379,00 ;7.989; R$ 19.006.346,48 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/12/2011; R$ 3.427,92 ;11.677; R$ 40.026.405,75 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/12/2011; R$ 2.204,59 ;7.976; R$ 17.583.826,81 
Tesouro IPCA+;15/05/2035;01/01/2012; R$ 572,23 ;411.635; R$ 235.551.441,73 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/01/2012; R$ 2.077,86 ;12.058; R$ 25.054.036,30 
Tesouro Prefixado;01/01/2014;01/11/2011; R$ 781,64 ;313.214; R$ 244.819.702,34 
Tesouro Prefixado;01/01/2013;01/11/2011; R$ 881,66 ;906.294; R$ 799.043.097,03 
Tesouro Prefixado;01/01/2012;01/11/2011; R$ 989,86 ;525.642; R$ 520.313.572,72 
Tesouro Prefixado;01/01/2015;01/11/2011; R$ 697,82 ;413.220; R$ 288.352.798,74 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/11/2011; R$ 988,10 ;133.542; R$ 131.953.079,39 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/11/2011; R$ 935,06 ;329.539; R$ 308.138.984,01 
Tesouro IPCA+;15/05/2035;01/12/2011; R$ 562,15 ;363.955; R$ 204.598.115,26 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/12/2011; R$ 2.052,65 ;12.089; R$ 24.814.089,33 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/06/2011; R$ 988,78 ;17.370; R$ 17.174.826,50 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/06/2011; R$ 1.029,19 ;39.926; R$ 41.090.892,96 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/06/2011; R$ 923,22 ;126.408; R$ 116.702.745,96 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/06/2011; R$ 987,72 ;142.084; R$ 140.338.975,84 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/07/2011; R$ 951,38 ;17.273; R$ 16.433.414,78 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/07/2011; R$ 991,83 ;39.617; R$ 39.293.097,77 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/07/2011; R$ 883,19 ;129.878; R$ 114.706.137,55 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/07/2011; R$ 949,02 ;141.092; R$ 133.899.940,13 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/07/2011; R$ 894,57 ;314.645; R$ 281.472.713,34 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/06/2011; R$ 933,56 ;313.671; R$ 292.832.087,12 
Tesouro Prefixado;01/07/2011;01/05/2011; R$ 990,65 ;56.418; R$ 55.890.882,20 
Tesouro Prefixado;01/01/2012;01/05/2011; R$ 936,33 ;539.114; R$ 504.788.968,10 
Tesouro Prefixado;01/01/2013;01/05/2011; R$ 831,58 ;804.819; R$ 669.270.110,27 
Tesouro Prefixado;01/01/2014;01/05/2011; R$ 731,81 ;181.578; R$ 132.881.442,39 
Tesouro Prefixado;01/01/2015;01/05/2011; R$ 647,60 ;196.819; R$ 127.459.848,22 
Tesouro Selic;07/03/2017;01/05/2011; R$ 4.699,62 ;8.300; R$ 39.004.957,78 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/04/2006; R$ 1.427,42 ;1.731; R$ 2.471.145,93 
Tesouro IPCA+ com Juros Semestrais;15/08/2010;01/04/2006; R$ 1.423,31 ;6.868; R$ 9.774.698,93 
Tesouro IPCA+;15/05/2015;01/04/2006; R$ 767,48 ;10.497; R$ 8.056.563,41 
Tesouro IPCA+ com Juros Semestrais;15/08/2008;01/04/2006; R$ 1.479,24 ;12.395; R$ 18.334.887,40 
Tesouro IPCA+;15/08/2024;01/04/2006; R$ 364,92 ;57.657; R$ 21.040.554,55 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/04/2006; R$ 1.281,10 ;29; R$ 37.664,30 
Tesouro IPCA+ com Juros Semestrais;15/05/2007;01/04/2006; R$ 1.557,46 ;16.215; R$ 25.254.272,52 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/04/2006; R$ 1.597,18 ;12.358; R$ 19.737.921,47 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/04/2006; R$ 1.177,92 ;8.821; R$ 10.389.952,75 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/04/2006; R$ 1.371,61 ;3.535; R$ 4.849.189,88 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/04/2006; R$ 1.472,26 ;17.594; R$ 25.903.591,52 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/04/2006; R$ 1.216,11 ;7.118; R$ 8.656.507,97 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/04/2006; R$ 1.864,09 ;127; R$ 236.366,26 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/04/2006; R$ 2.446,07 ;18.008; R$ 44.049.296,24 
Tesouro Prefixado;01/07/2008;01/04/2006; R$ 738,21 ;31.428; R$ 23.200.515,64 
Tesouro Prefixado;01/10/2006;01/04/2006; R$ 935,31 ;75.086; R$ 70.228.134,16 
Tesouro Prefixado;01/10/2007;01/04/2006; R$ 822,39 ;3.754; R$ 3.087.569,70 
Tesouro Prefixado;01/01/2007;01/04/2006; R$ 899,96 ;58.391; R$ 52.549.207,43 
Tesouro Prefixado;01/04/2007;01/04/2006; R$ 873,20 ;28.413; R$ 24.810.499,78 
Tesouro Prefixado com Juros Semestrais;01/01/2010;01/04/2006; R$ 897,31 ;10.755; R$ 9.650.981,05 
Tesouro Prefixado;01/01/2008;01/04/2006; R$ 772,16 ;43.927; R$ 33.919.141,81 
Tesouro Prefixado;01/07/2006;01/04/2006; R$ 971,82 ;86.539; R$ 84.100.729,17 
Tesouro Prefixado;01/07/2007;01/04/2006; R$ 834,56 ;36.609; R$ 30.552.748,87 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/04/2006; R$ 1.545,38 ;11.694; R$ 18.072.270,62 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/04/2006; R$ 934,71 ;35.203; R$ 32.904.581,80 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/04/2006; R$ 1.453,30 ;11.916; R$ 17.317.258,58 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/04/2006; R$ 1.750,31 ;9.937; R$ 17.392.878,92 
Tesouro Selic;18/06/2008;01/04/2006; R$ 2.692,83 ;19.182; R$ 51.655.031,66 
Tesouro Selic;17/03/2010;01/04/2006; R$ 2.691,84 ;15.373; R$ 41.382.716,06 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/04/2006; R$ 1.670,57 ;18.813; R$ 31.429.032,41 
Tesouro Selic;18/03/2009;01/04/2006; R$ 2.691,00 ;33.001; R$ 88.806.923,39 
Tesouro Selic;17/01/2007;01/04/2006; R$ 2.696,37 ;26.907; R$ 72.551.150,24 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/03/2006; R$ 1.862,47 ;127; R$ 236.905,70 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/03/2006; R$ 2.438,98 ;18.581; R$ 45.319.690,39 
Tesouro Prefixado;01/07/2008;01/03/2006; R$ 728,55 ;24.042; R$ 17.516.180,33 
Tesouro Prefixado;01/10/2006;01/03/2006; R$ 923,30 ;66.496; R$ 61.395.877,47 
Tesouro Prefixado;01/04/2007;01/03/2006; R$ 861,60 ;23.216; R$ 20.002.989,81 
Tesouro Prefixado;01/04/2006;01/03/2006; R$ 999,31 ;58.361; R$ 58.321.161,85 
Tesouro Prefixado;01/10/2007;01/03/2006; R$ 813,09 ;1.095; R$ 890.010,32 
Tesouro Prefixado;01/01/2007;01/03/2006; R$ 887,56 ;51.452; R$ 45.667.062,76 
Tesouro Prefixado;01/01/2008;01/03/2006; R$ 762,44 ;43.173; R$ 32.916.331,97 
Tesouro Prefixado;01/07/2006;01/03/2006; R$ 959,63 ;87.760; R$ 84.217.472,94 
Tesouro Prefixado;01/07/2007;01/03/2006; R$ 822,75 ;32.798; R$ 26.984.585,82 
Tesouro Prefixado com Juros Semestrais;01/01/2010;01/03/2006; R$ 885,67 ;7.622; R$ 6.750.204,79 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/03/2006; R$ 1.541,81 ;11.821; R$ 18.226.297,01 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/03/2006; R$ 923,23 ;35.315; R$ 32.604.310,03 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/03/2006; R$ 1.504,14 ;12.214; R$ 18.370.924,22 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/03/2006; R$ 1.800,58 ;10.051; R$ 18.097.221,37 
Tesouro Selic;18/06/2008;01/03/2006; R$ 2.661,97 ;19.602; R$ 52.180.435,82 
Tesouro Selic;17/03/2010;01/03/2006; R$ 2.659,47 ;13.991; R$ 37.209.109,26 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/03/2006; R$ 1.667,15 ;19.159; R$ 31.940.179,87 
Tesouro Selic;18/03/2009;01/03/2006; R$ 2.658,98 ;30.821; R$ 81.952.547,71 
Tesouro Selic;17/01/2007;01/03/2006; R$ 2.664,84 ;27.306; R$ 72.766.037,92 
Tesouro IPCA+;15/05/2015;01/02/2006; R$ 741,99 ;7.568; R$ 5.615.652,86 
Tesouro IPCA+ com Juros Semestrais;15/08/2010;01/02/2006; R$ 1.384,30 ;2.775; R$ 3.841.707,25 
Tesouro IPCA+;15/08/2024;01/02/2006; R$ 341,85 ;70.688; R$ 24.164.534,26 
